ID,Name,IconPath,AttackDamage,AttackSpeed,MaxBullet,ReloadSpeed,DropProbability,RareRank
100000032,MACHINEGUN10032,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000033,MACHINEGUN10033,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000034,MACHINEGUN10034,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000035,MACHINEGUN10035,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000036,MACHINEGUN10036,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000037,MACHINEGUN10037,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000038,MACHINEGUN10038,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000039,MACHINEGUN10039,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000040,MACHINEGUN10040,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000041,MACHINEGUN10041,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000042,MACHINEGUN10042,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000043,MACHINEGUN10043,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000044,MACHINEGUN10044,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000045,MACHINEGUN10045,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000046,MACHINEGUN10046,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000047,MACHINEGUN10047,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000048,MACHINEGUN10048,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000049,MACHINEGUN10049,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000050,MACHINEGUN10050,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000051,MACHINEGUN10051,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000052,MACHINEGUN10052,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000053,MACHINEGUN10053,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000054,MACHINEGUN10054,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000055,MACHINEGUN10055,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000056,MACHINEGUN10056,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000057,MACHINEGUN10057,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000058,MACHINEGUN10058,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000059,MACHINEGUN10059,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000060,MACHINEGUN10060,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000061,MACHINEGUN10061,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000062,MACHINEGUN10062,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000063,MACHINEGUN10063,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000064,MACHINEGUN10064,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000065,MACHINEGUN10065,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000066,MACHINEGUN10066,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000067,MACHINEGUN10067,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000068,MACHINEGUN10068,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000069,MACHINEGUN10069,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000070,MACHINEGUN10070,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000071,MACHINEGUN10071,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000072,MACHINEGUN10072,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000073,MACHINEGUN10073,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000074,MACHINEGUN10074,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000075,MACHINEGUN10075,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000076,MACHINEGUN10076,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000077,MACHINEGUN10077,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000078,MACHINEGUN10078,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000079,MACHINEGUN10079,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000080,MACHINEGUN10080,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000081,MACHINEGUN10081,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000082,MACHINEGUN10082,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000083,MACHINEGUN10083,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000084,MACHINEGUN10084,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000085,MACHINEGUN10085,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000086,MACHINEGUN10086,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000087,MACHINEGUN10087,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000088,MACHINEGUN10088,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000089,MACHINEGUN10089,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000090,MACHINEGUN10090,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000091,MACHINEGUN10091,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000092,MACHINEGUN10092,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000093,MACHINEGUN10093,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000094,MACHINEGUN10094,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000095,MACHINEGUN10095,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000096,MACHINEGUN10096,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000097,MACHINEGUN10097,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000098,MACHINEGUN10098,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000099,MACHINEGUN10099,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000100,MACHINEGUN10100,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000101,MACHINEGUN10101,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000102,MACHINEGUN10102,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000103,MACHINEGUN10103,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000104,MACHINEGUN10104,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000105,MACHINEGUN10105,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000106,MACHINEGUN10106,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000107,MACHINEGUN10107,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000108,MACHINEGUN10108,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000109,MACHINEGUN10109,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000110,MACHINEGUN10110,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000111,MACHINEGUN10111,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000112,MACHINEGUN10112,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000113,MACHINEGUN10113,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000114,MACHINEGUN10114,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000115,MACHINEGUN10115,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000116,MACHINEGUN10116,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000117,MACHINEGUN10117,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000118,MACHINEGUN10118,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000119,MACHINEGUN10119,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000120,MACHINEGUN10120,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000121,MACHINEGUN10121,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000122,MACHINEGUN10122,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000123,MACHINEGUN10123,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000124,MACHINEGUN10124,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000125,MACHINEGUN10125,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000126,MACHINEGUN10126,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000127,MACHINEGUN10127,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000128,MACHINEGUN10128,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000129,MACHINEGUN10129,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000130,MACHINEGUN10130,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000131,MACHINEGUN10131,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000132,MACHINEGUN10132,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000133,MACHINEGUN10133,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000134,MACHINEGUN10134,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000135,MACHINEGUN10135,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000136,MACHINEGUN10136,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000137,MACHINEGUN10137,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000138,MACHINEGUN10138,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000139,MACHINEGUN10139,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000140,MACHINEGUN10140,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000141,MACHINEGUN10141,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000142,MACHINEGUN10142,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000143,MACHINEGUN10143,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000144,MACHINEGUN10144,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000145,MACHINEGUN10145,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000146,MACHINEGUN10146,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000147,MACHINEGUN10147,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000148,MACHINEGUN10148,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000149,MACHINEGUN10149,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000150,MACHINEGUN10150,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000151,MACHINEGUN10151,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000152,MACHINEGUN10152,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000153,MACHINEGUN10153,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000154,MACHINEGUN10154,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000155,MACHINEGUN10155,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000156,MACHINEGUN10156,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000157,MACHINEGUN10157,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000158,MACHINEGUN10158,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000159,MACHINEGUN10159,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000160,MACHINEGUN10160,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000161,MACHINEGUN10161,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000162,MACHINEGUN10162,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000163,MACHINEGUN10163,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000164,MACHINEGUN10164,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000165,MACHINEGUN10165,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000166,MACHINEGUN10166,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000167,MACHINEGUN10167,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000168,MACHINEGUN10168,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000169,MACHINEGUN10169,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000170,MACHINEGUN10170,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000171,MACHINEGUN10171,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000172,MACHINEGUN10172,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000173,MACHINEGUN10173,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000174,MACHINEGUN10174,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000175,MACHINEGUN10175,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000176,MACHINEGUN10176,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000177,MACHINEGUN10177,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000178,MACHINEGUN10178,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000179,MACHINEGUN10179,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000180,MACHINEGUN10180,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000181,MACHINEGUN10181,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000182,MACHINEGUN10182,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000183,MACHINEGUN10183,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000184,MACHINEGUN10184,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000185,MACHINEGUN10185,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000186,MACHINEGUN10186,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000187,MACHINEGUN10187,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000188,MACHINEGUN10188,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000189,MACHINEGUN10189,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000190,MACHINEGUN10190,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000191,MACHINEGUN10191,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000192,MACHINEGUN10192,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000193,MACHINEGUN10193,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000194,MACHINEGUN10194,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000195,MACHINEGUN10195,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000196,MACHINEGUN10196,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000197,MACHINEGUN10197,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000198,MACHINEGUN10198,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000199,MACHINEGUN10199,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000200,MACHINEGUN10200,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000201,MACHINEGUN10201,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000202,MACHINEGUN10202,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000203,MACHINEGUN10203,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000204,MACHINEGUN10204,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000205,MACHINEGUN10205,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000206,MACHINEGUN10206,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000207,MACHINEGUN10207,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000208,MACHINEGUN10208,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000209,MACHINEGUN10209,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000210,MACHINEGUN10210,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000211,MACHINEGUN10211,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000212,MACHINEGUN10212,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000213,MACHINEGUN10213,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000214,MACHINEGUN10214,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000215,MACHINEGUN10215,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000216,MACHINEGUN10216,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000217,MACHINEGUN10217,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000218,MACHINEGUN10218,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000219,MACHINEGUN10219,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000220,MACHINEGUN10220,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000221,MACHINEGUN10221,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000222,MACHINEGUN10222,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000223,MACHINEGUN10223,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000224,MACHINEGUN10224,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000225,MACHINEGUN10225,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000226,MACHINEGUN10226,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000227,MACHINEGUN10227,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000228,MACHINEGUN10228,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000229,MACHINEGUN10229,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000230,MACHINEGUN10230,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000231,MACHINEGUN10231,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000232,MACHINEGUN10232,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000233,MACHINEGUN10233,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000234,MACHINEGUN10234,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000235,MACHINEGUN10235,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000236,MACHINEGUN10236,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000237,MACHINEGUN10237,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000238,MACHINEGUN10238,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000239,MACHINEGUN10239,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000240,MACHINEGUN10240,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000241,MACHINEGUN10241,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000242,MACHINEGUN10242,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000243,MACHINEGUN10243,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000244,MACHINEGUN10244,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000245,MACHINEGUN10245,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000246,MACHINEGUN10246,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000247,MACHINEGUN10247,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000248,MACHINEGUN10248,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000249,MACHINEGUN10249,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000250,MACHINEGUN10250,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000251,MACHINEGUN10251,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000252,MACHINEGUN10252,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000253,MACHINEGUN10253,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000254,MACHINEGUN10254,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000255,MACHINEGUN10255,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000256,MACHINEGUN10256,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000257,MACHINEGUN10257,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000258,MACHINEGUN10258,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000259,MACHINEGUN10259,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000260,MACHINEGUN10260,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000261,MACHINEGUN10261,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000262,MACHINEGUN10262,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000263,MACHINEGUN10263,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000264,MACHINEGUN10264,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000265,MACHINEGUN10265,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000266,MACHINEGUN10266,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000267,MACHINEGUN10267,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000268,MACHINEGUN10268,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000269,MACHINEGUN10269,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000270,MACHINEGUN10270,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000271,MACHINEGUN10271,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
100000272,MACHINEGUN10272,Sprite/Icon/Gun.png,5,3,20,0.3,47,RARE_EPIC
